experience_level,job_title,remote_ratio,salary_in_usd,company_size
SE,Data Architect,0,113000,M
MI,Data Scientist,0,183310,M
MI,Data Scientist,0,183310,M
SE,Data Analyst,100,145000,M
SE,Data Analyst,100,102500,M
SE,Data Scientist,0,210000,M
SE,Data Scientist,0,185000,M
SE,Data Architect,0,174500,M
SE,Data Architect,0,113000,M
SE,Data Science Consultant,0,122000,M
SE,Data Science Consultant,0,94000,M
SE,Data Scientist,0,220000,M
SE,Data Scientist,0,146000,M
SE,Data Engineer,0,300000,M
SE,Data Engineer,0,130000,M
MI,Data Scientist,50,24740,L
MI,Computer Vision Engineer,100,15897,M
SE,Data Science Consultant,0,145000,M
SE,Data Science Consultant,0,128000,M
SE,Data Scientist,0,182000,M
SE,Data Scientist,0,140000,M
SE,Data Engineer,0,122000,M
SE,Data Engineer,0,94000,M
SE,Machine Learning Engineer,0,77262,M
SE,Machine Learning Engineer,0,38631,M
EX,Data Scientist,0,300000,M
EX,Data Scientist,0,200000,M
MI,Data Analyst,0,135000,M
MI,Data Analyst,0,105500,M
SE,Data Engineer,0,252000,M
SE,Data Engineer,0,129000,M
MI,Data Scientist,100,110000,L
SE,Data Scientist,100,136000,M
SE,Data Scientist,100,104000,M
SE,Data Scientist,100,168000,M
SE,Data Scientist,100,130000,M
MI,Data Analyst,0,78990,M
MI,Data Analyst,0,43809,M
MI,Data Engineer,0,120000,M
MI,Data Engineer,0,95000,M
SE,Data Scientist,0,153400,M
SE,Data Scientist,0,122700,M
SE,Data Scientist,0,185000,M
SE,Data Scientist,0,160000,M
SE,Data Scientist,100,205000,M
SE,Data Scientist,100,185000,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
MI,Machine Learning Engineer,0,145000,M
MI,Machine Learning Engineer,0,87000,M
EN,Data Scientist,100,50000,M
SE,ML Engineer,100,234100,M
SE,ML Engineer,100,203500,M
SE,Data Scientist,0,223800,M
SE,Data Scientist,0,172100,M
SE,Data Scientist,0,180000,M
SE,Data Scientist,0,150000,M
SE,Data Engineer,100,232200,M
SE,Data Engineer,100,167200,M
SE,BI Developer,0,197000,M
SE,BI Developer,0,106000,M
SE,Research Scientist,0,180000,M
SE,Research Scientist,0,145000,M
SE,Data Lead,0,225000,M
SE,Data Lead,0,200000,M
SE,Data Engineer,100,170000,M
SE,Data Engineer,100,114000,M
SE,Data Engineer,0,291500,M
SE,Data Engineer,0,180000,M
EX,Data Engineer,0,196200,M
EX,Data Engineer,0,150900,M
SE,Data Scientist,0,168400,M
SE,Data Scientist,0,105200,M
MI,Data Engineer,100,95000,M
MI,Data Engineer,100,80000,M
MI,Data Analyst,0,116000,M
MI,Data Analyst,0,72000,M
SE,Analytics Engineer,0,207000,M
SE,Analytics Engineer,0,167000,M
SE,Machine Learning Engineer,0,145000,M
SE,Machine Learning Engineer,0,135000,M
MI,Data Engineer,0,105000,M
MI,Data Engineer,0,70000,M
SE,Data Architect,100,180000,M
SE,Data Architect,100,115000,M
SE,Data Engineer,100,133800,M
SE,Data Engineer,100,96100,M
MI,Data Analyst,0,120000,M
MI,Data Analyst,0,80000,M
SE,Data Science Engineer,0,140000,M
SE,Data Science Engineer,0,100000,M
SE,Research Scientist,0,150000,M
SE,Research Scientist,0,120000,M
SE,Cloud Database Engineer,100,140000,M
SE,Cloud Database Engineer,100,115000,M
SE,Data Science Manager,100,297300,M
SE,Data Science Manager,100,198200,M
SE,Data Scientist,100,297300,M
SE,Data Scientist,100,198200,M
SE,Data Engineer,100,202000,M
SE,Data Engineer,100,135000,M
SE,Data Scientist,100,110000,M
SE,Data Scientist,100,84000,M
MI,Machine Learning Engineer,50,219000,L
SE,Applied Scientist,100,230000,M
SE,Applied Scientist,100,196000,M
SE,BI Developer,100,140000,M
SE,BI Developer,100,110000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Data Engineer,0,160000,M
SE,Data Engineer,0,110000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Applied Scientist,0,126100,L
SE,Applied Scientist,0,72000,L
SE,Data Engineer,100,170000,M
SE,Data Engineer,100,150000,M
MI,Machine Learning Engineer,100,175000,M
MI,Machine Learning Engineer,100,140000,M
SE,Data Analyst,0,240500,M
SE,Data Analyst,0,137500,M
MI,Data Scientist,0,187500,M
MI,Data Scientist,0,165000,M
MI,Machine Learning Research Engineer,0,72914,L
EN,Data Analyst,100,25216,L
SE,Research Scientist,0,210000,M
SE,Research Scientist,0,165750,M
SE,Machine Learning Scientist,100,225000,M
SE,Machine Learning Scientist,100,165750,M
MI,Machine Learning Engineer,0,109006,M
MI,Machine Learning Engineer,0,67141,M
SE,Data Scientist,100,135000,M
SE,Data Scientist,100,115000,M
SE,NLP Engineer,0,275000,M
SE,NLP Engineer,0,175000,M
SE,Data Scientist,100,170000,M
SE,Data Scientist,100,140000,M
SE,Data Engineer,0,175308,M
SE,Data Engineer,0,100706,M
SE,NLP Engineer,0,235000,M
SE,NLP Engineer,0,135000,M
SE,Data Engineer,0,310000,M
SE,Data Engineer,0,229000,M
SE,ML Engineer,0,289076,M
SE,ML Engineer,0,202353,M
SE,Data Engineer,0,69751,M
SE,Data Engineer,0,37558,M
MI,Research Engineer,100,120000,M
MI,Research Engineer,100,100000,M
SE,Data Engineer,0,226700,M
SE,Data Engineer,0,133300,M
SE,Data Analyst,0,125000,M
SE,Data Analyst,0,85000,M
SE,Data Analyst,100,130000,M
SE,Data Analyst,100,80000,M
MI,Data Engineer,0,120000,M
MI,Data Engineer,0,100000,M
SE,Data Scientist,100,54094,L
MI,Business Data Analyst,50,18314,L
SE,Data Engineer,100,231250,M
SE,Data Engineer,100,138750,M
SE,Data Engineer,0,199000,M
SE,Data Engineer,0,162000,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
EN,Data Scientist,100,100000,M
SE,Research Scientist,0,200000,M
SE,Research Scientist,0,150000,M
EN,Research Engineer,0,160000,M
EN,Research Engineer,0,120000,M
SE,Research Scientist,0,250000,M
SE,Research Scientist,0,200000,M
EN,Deep Learning Engineer,0,150000,M
EN,Deep Learning Engineer,0,120000,M
SE,Research Engineer,0,150000,M
SE,Research Engineer,0,100000,M
SE,Data Analytics Manager,0,133000,L
SE,Data Scientist,0,272550,M
SE,Data Scientist,0,198200,M
SE,Data Scientist,0,182000,M
SE,Data Scientist,0,140000,M
SE,Data Engineer,0,200000,M
SE,Data Engineer,0,160000,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
MI,Data Scientist,0,120000,M
MI,Data Scientist,0,105000,M
SE,Data Engineer,100,187500,M
SE,Data Engineer,100,175000,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
SE,Data Analyst,100,155000,M
SE,Data Analyst,100,64000,M
SE,Computer Vision Engineer,0,235000,M
SE,Computer Vision Engineer,0,185000,M
SE,Data Architect,0,174500,M
SE,Data Architect,0,113000,M
SE,Data Scientist,0,143100,M
SE,Data Scientist,0,113000,M
SE,Applied Scientist,100,184000,M
SE,Applied Scientist,100,142000,M
SE,Data Scientist,0,140000,M
SE,Data Scientist,0,120000,M
SE,Data Architect,0,174500,M
SE,Data Architect,0,113000,M
SE,Data Scientist,0,180560,M
SE,Data Scientist,0,115440,M
SE,Data Scientist,0,140000,M
SE,Data Scientist,0,120000,M
SE,Research Scientist,0,248100,M
SE,Research Scientist,0,145900,M
SE,Data Scientist,0,120000,M
SE,Data Scientist,0,110000,M
SE,Data Engineer,0,291500,M
SE,Data Engineer,0,180000,M
MI,Machine Learning Engineer,100,75344,M
MI,Machine Learning Engineer,100,63192,M
SE,Data Engineer,0,161800,M
SE,Data Engineer,0,141600,M
MI,Machine Learning Engineer,100,58331,M
MI,Machine Learning Engineer,100,46178,M
SE,Data Engineer,100,166000,M
SE,Data Engineer,100,128000,M
SE,Data Architect,100,170000,M
SE,Data Architect,100,110000,M
SE,Data Engineer,100,160000,M
SE,Data Engineer,100,75000,M
SE,Data Engineer,100,236000,M
SE,Data Engineer,100,182000,M
MI,Data Analyst,100,14307,L
EN,Data Scientist,0,130000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Machine Learning Engineer,0,261500,L
SE,Machine Learning Engineer,0,134500,L
MI,Data Scientist,100,13989,L
MI,Data Scientist,0,130000,M
MI,Data Scientist,0,90000,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
SE,Manager Data Management,100,125000,L
SE,Data Engineer,0,175000,M
SE,Data Engineer,0,155000,M
SE,Data Engineer,0,153600,M
SE,Data Engineer,0,106800,M
SE,Data Scientist,0,150000,M
SE,Data Scientist,0,140000,M
SE,Data Science Consultant,0,122000,M
SE,Data Science Consultant,0,94500,M
SE,Data Engineer,0,170000,M
SE,Data Engineer,0,130000,M
SE,Data Science Consultant,0,145000,M
SE,Data Science Consultant,0,128000,M
SE,Data Engineer,0,145000,M
SE,Data Engineer,0,100000,M
SE,Data Engineer,0,175000,M
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,145000,M
SE,Data Engineer,0,115000,M
SE,Applied Machine Learning Scientist,100,150000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
MI,Data Scientist,100,150000,M
MI,Data Scientist,100,127500,M
SE,Data Scientist,100,126500,M
SE,Data Scientist,100,51000,M
MI,Data Engineer,0,260000,M
MI,Data Engineer,0,175000,M
EN,Applied Data Scientist,100,40000,M
EN,AI Programmer,100,40000,M
SE,Data Engineer,100,250000,M
SE,Data Engineer,100,63000,M
SE,Machine Learning Engineer,100,210000,M
SE,Machine Learning Engineer,100,160000,M
SE,Data Scientist,100,272550,M
SE,Data Scientist,100,198200,M
MI,Data Scientist,100,94560,M
MI,Data Scientist,100,52533,M
SE,Data Scientist,0,220000,M
SE,Data Scientist,0,146000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Machine Learning Software Engineer,100,248400,M
SE,Machine Learning Software Engineer,100,183600,M
MI,Data Engineer,100,150000,M
MI,Data Engineer,100,150000,M
EN,Machine Learning Developer,100,40000,M
SE,Lead Data Scientist,0,56723,L
MI,Data Engineer,0,120000,M
MI,Data Engineer,0,95000,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
EN,Data Science Consultant,50,24165,M
SE,Data Engineer,100,216000,M
SE,Data Engineer,100,144000,M
EN,Data Engineer,0,85000,M
EN,Data Engineer,0,65000,M
SE,Data Analyst,100,149000,M
SE,Data Analyst,100,119000,M
SE,Data Scientist,0,140000,M
SE,Data Scientist,0,120000,M
MI,Data Scientist,0,150000,M
MI,Data Scientist,0,110000,M
SE,Machine Learning Engineer,100,246000,M
SE,Machine Learning Engineer,100,201000,M
SE,Data Scientist,0,190000,M
SE,Data Scientist,0,155000,M
SE,ML Engineer,100,235000,M
SE,ML Engineer,100,185000,M
SE,Cloud Database Engineer,100,190000,M
SE,Cloud Database Engineer,100,160000,M
EN,Product Data Analyst,100,100000,M
MI,Data Engineer,0,130000,M
MI,Data Engineer,0,115000,M
MI,Data Scientist,0,92350,M
MI,Data Scientist,0,67723,M
MI,Data Engineer,0,105000,M
MI,Data Engineer,0,70000,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
SE,Machine Learning Engineer,100,192000,M
SE,Machine Learning Engineer,100,164000,M
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
SE,Data Engineer,0,130000,M
SE,Data Engineer,0,75000,M
SE,Data Science Manager,0,175000,M
SE,Data Science Manager,0,120000,M
SE,Data Engineer,0,167500,M
SE,Data Engineer,0,106500,M
MI,Data Analyst,100,75000,M
MI,Data Analyst,100,60000,M
SE,Applied Scientist,100,184000,M
SE,Applied Scientist,100,142000,M
MI,Data Scientist,0,145000,M
MI,Data Scientist,0,100000,M
EN,Machine Learning Software Engineer,50,10000,S
MI,Data Scientist,100,31795,M
MI,NLP Engineer,100,44365,S
SE,Data Engineer,0,175000,M
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,175000,M
SE,Data Engineer,0,120000,M
EX,Data Engineer,0,200000,M
EX,Data Engineer,0,145000,M
MI,Data Engineer,100,92350,M
MI,Data Engineer,100,73880,M
SE,Data Engineer,0,145000,M
SE,Data Engineer,0,100000,M
SE,Applied Scientist,100,192000,M
SE,Applied Scientist,100,164000,M
EX,Data Engineer,100,310000,M
EX,Data Engineer,100,239000,M
SE,Data Analyst,0,120000,M
SE,Data Analyst,0,95000,M
SE,Machine Learning Engineer,0,145000,M
SE,Machine Learning Engineer,0,135000,M
SE,Data Engineer,0,100000,M
SE,Data Engineer,0,78000,M
SE,Data Engineer,0,73546,M
SE,Data Engineer,0,36773,M
MI,Data Engineer,100,160000,M
MI,Data Engineer,100,120000,M
SE,Data Scientist,0,190000,M
SE,Data Scientist,0,150000,M
MI,Data Engineer,50,35610,L
SE,AI Scientist,100,125000,L
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,95000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
SE,Data Analyst,100,115934,M
SE,Data Analyst,100,81666,M
SE,Data Scientist,100,175000,M
SE,Data Scientist,100,140000,M
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,95000,M
SE,Research Engineer,0,249500,M
SE,Research Engineer,0,149850,M
MI,Analytics Engineer,100,122500,M
MI,Analytics Engineer,100,100000,M
SE,Data Scientist,0,249500,M
SE,Data Scientist,0,149850,M
EN,Data Analyst,0,55000,M
EN,Data Analyst,0,48000,M
SE,Research Scientist,0,249500,M
SE,Research Scientist,0,149850,M
MI,Computer Vision Engineer,100,58837,S
SE,Data Engineer,100,190000,M
SE,Data Engineer,100,120000,M
SE,Data Analyst,100,127000,M
SE,Data Analyst,100,104000,M
SE,Data Scientist,100,210000,M
SE,Data Scientist,100,150000,M
SE,Machine Learning Engineer,100,210000,M
SE,Machine Learning Engineer,100,150000,M
SE,Data Engineer,100,210000,M
SE,Data Engineer,100,130000,M
SE,Data Scientist,100,182750,M
SE,Data Scientist,100,161500,M
MI,Data Analyst,100,102640,M
MI,Data Analyst,100,66100,M
SE,Research Scientist,100,210000,M
SE,Research Scientist,100,150000,M
SE,Data Engineer,0,198800,M
SE,Data Engineer,0,122600,M
MI,Data Engineer,100,130000,M
MI,Data Engineer,100,80000,M
SE,Data Scientist,100,136000,M
SE,Data Scientist,100,104000,M
SE,Data Analyst,100,150000,M
SE,Data Analyst,100,100000,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
SE,Data Engineer,100,216000,M
SE,Data Engineer,100,144000,M
EX,Data Scientist,100,159000,M
EX,Data Scientist,100,130000,M
SE,Data Analyst,100,115934,M
SE,Data Analyst,100,81666,M
SE,Data Engineer,100,215000,M
SE,Data Engineer,100,150000,M
SE,Machine Learning Engineer,100,246000,M
SE,Machine Learning Engineer,100,201000,M
MI,Data Engineer,100,187000,M
MI,Data Engineer,100,153000,M
SE,Machine Learning Engineer,100,255000,M
SE,Machine Learning Engineer,100,185000,M
MI,Data Analyst,0,430967,M
MI,Data Analyst,0,55410,M
SE,Data Analyst,0,50432,M
SE,Data Analyst,0,39925,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
EN,BI Data Analyst,0,60938,L
SE,BI Developer,100,140000,M
SE,BI Developer,100,120000,M
MI,Data Analyst,100,75000,M
MI,Data Analyst,100,60000,M
SE,3D Computer Vision Researcher,50,10000,S
EN,Data Analyst,50,50000,L
MI,MLOps Engineer,100,134000,M
MI,MLOps Engineer,100,124000,M
SE,Data Analyst,0,166700,M
SE,Data Analyst,0,119000,M
EN,Data Scientist,0,124234,M
EN,Data Scientist,0,74540,M
MI,Data Analyst,100,100000,M
MI,Data Analyst,100,65000,M
MI,Data Analyst,50,16904,L
EN,AI Scientist,50,200000,L
EN,Machine Learning Engineer,100,12000,L
SE,Data Engineer,100,220000,M
SE,Data Engineer,100,146000,M
SE,Data Engineer,0,68293,M
SE,Data Engineer,0,36773,M
SE,Data Specialist,0,110000,M
SE,Data Specialist,0,70000,M
EN,Data Analyst,50,50000,L
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,95000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
SE,Data Architect,100,190000,M
SE,Data Architect,100,135000,M
SE,Data Scientist,0,128000,M
SE,Data Scientist,0,81500,M
SE,Data Scientist,100,173000,M
SE,Data Scientist,100,110000,M
SE,Machine Learning Engineer,0,192000,M
SE,Machine Learning Engineer,0,120000,M
SE,Data Analyst,100,115934,M
SE,Data Analyst,100,81666,M
SE,Data Analyst,0,120000,M
SE,Data Analyst,0,95000,M
SE,Principal Machine Learning Engineer,100,190000,L
SE,Data Engineer,100,194000,M
SE,Data Engineer,100,129400,M
SE,Data Analyst,100,201000,M
SE,Data Analyst,100,89200,M
SE,Data Scientist,0,165000,M
SE,Data Scientist,0,125000,M
SE,Applied Scientist,100,230000,M
SE,Applied Scientist,100,196000,M
MI,Machine Learning Engineer,0,130000,M
MI,Machine Learning Engineer,0,90000,M
MI,Machine Learning Researcher,100,150000,M
MI,Machine Learning Researcher,100,100000,M
MI,Machine Learning Engineer,0,230000,M
MI,Machine Learning Engineer,0,150000,M
SE,Data Engineer,0,153600,M
SE,Data Engineer,0,106800,M
MI,Machine Learning Researcher,100,130000,M
MI,Machine Learning Researcher,100,100000,M
SE,Data Engineer,100,216000,M
SE,Data Engineer,100,144000,M
MI,Data Scientist,0,180000,M
MI,Data Scientist,0,120000,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
SE,Data Analyst,100,192500,M
SE,Data Analyst,100,140000,M
SE,Data Engineer,0,152500,M
SE,Data Engineer,0,130000,M
SE,Data Analyst,100,65000,M
SE,Data Analyst,100,55000,M
SE,Data Engineer,0,178750,M
SE,Data Engineer,0,160000,M
MI,Data Scientist,100,63040,M
MI,Data Scientist,100,52533,M
MI,Machine Learning Scientist,0,165000,M
MI,Machine Learning Scientist,0,135000,M
SE,Analytics Engineer,100,170000,M
SE,Analytics Engineer,100,125000,M
SE,Data Engineer,0,105000,M
SE,Data Engineer,0,70000,M
SE,Data Scientist,0,130000,M
SE,Data Scientist,0,95000,M
SE,Data Scientist,0,203500,M
SE,Data Scientist,0,152000,M
SE,Data Engineer,100,197430,M
SE,Data Engineer,100,134760,M
MI,Data Scientist,100,120000,M
SE,Data Engineer,0,197000,M
SE,Data Engineer,0,99000,M
SE,Data Engineer,100,220000,M
SE,Data Engineer,100,162000,M
MI,Data Engineer,0,110446,M
MI,Data Engineer,0,79178,M
MI,Data Science Consultant,0,70186,M
MI,Data Science Consultant,0,51716,M
SE,Data Architect,100,149040,M
SE,Data Architect,100,113900,M
MI,Business Data Analyst,0,95000,M
SE,Data Analyst,100,115000,S
SE,Data Analyst,100,171000,L
EN,Data Analytics Engineer,100,13000,S
SE,Data Engineer,0,100000,M
SE,Data Engineer,0,78000,M
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,95000,M
SE,Data Specialist,0,110000,M
SE,Data Specialist,0,70000,M
EN,Data Analytics Consultant,100,50000,S
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Data Engineer,100,230000,M
SE,Data Engineer,100,154600,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
MI,Data Engineer,100,160000,M
MI,Data Engineer,100,75000,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
SE,Data Engineer,0,213000,M
SE,Data Engineer,0,152000,M
SE,Data Scientist,100,140000,M
SE,Data Scientist,100,120000,M
SE,Data Scientist,0,110000,M
SE,Data Scientist,0,70000,M
SE,Machine Learning Software Engineer,100,227200,M
SE,Machine Learning Software Engineer,100,168000,M
EN,3D Computer Vision Researcher,0,20000,M
MI,Data Scientist,0,64090,M
MI,Data Scientist,0,60938,M
SE,ML Engineer,100,243000,M
SE,ML Engineer,100,183000,M
SE,Data Engineer,0,175000,M
SE,Data Engineer,0,150000,M
MI,Data Scientist,100,130000,M
MI,Data Scientist,100,90000,M
MI,Data Analyst,0,165000,M
MI,Data Analyst,0,124000,M
SE,Data Engineer,0,178000,M
SE,Data Engineer,0,132000,M
SE,Data Engineer,0,300000,M
SE,Data Engineer,0,130000,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
SE,Data Analyst,100,116000,M
SE,Data Analyst,100,96000,M
SE,Data Analyst,0,92350,M
SE,Data Analyst,0,70186,M
SE,Data Analyst,0,105000,M
SE,Data Analyst,0,70000,M
MI,Machine Learning Researcher,50,105236,L
SE,Data Engineer,100,194000,M
SE,Data Engineer,100,129400,M
SE,Data Architect,100,190000,M
SE,Data Architect,100,135000,M
SE,Data Analyst,0,100000,M
SE,Data Analyst,0,70000,M
EN,Machine Learning Engineer,0,189750,M
EN,Machine Learning Engineer,0,140250,M
SE,Data Analyst,0,130000,M
SE,Data Analyst,0,100000,M
MI,Data Analyst,0,160000,M
MI,Data Analyst,0,109000,M
SE,Research Engineer,0,250000,M
SE,Research Engineer,0,150000,M
MI,Data Analyst,0,206000,M
MI,Data Analyst,0,160000,M
SE,Data Engineer,0,135000,M
SE,Data Engineer,0,120000,M
SE,Machine Learning Engineer,100,115573,M
SE,Machine Learning Engineer,100,73546,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
MI,Data Engineer,0,120000,M
MI,Data Engineer,0,95000,M
SE,Data Engineer,0,68293,M
SE,Data Engineer,0,42026,M
SE,Data Engineer,0,191200,M
SE,Data Engineer,0,130000,M
SE,Data Engineer,0,191200,M
SE,Data Engineer,0,130000,M
EN,Machine Learning Research Engineer,50,66192,L
EN,3D Computer Vision Researcher,100,50000,S
SE,Data Engineer,0,230000,L
SE,Data Engineer,0,154600,L
SE,Data Engineer,0,120000,M
SE,Data Engineer,0,95000,M
SE,Data Scientist,0,140000,M
SE,Data Scientist,0,120000,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
MI,Data Analyst,100,80000,L
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
SE,Analytics Engineer,0,135000,M
SE,Analytics Engineer,0,110000,M
MI,Data Analytics Manager,0,155000,M
MI,Data Analytics Manager,0,140000,M
SE,Data Engineer,100,205000,M
SE,Data Engineer,100,150000,M
SE,Data Engineer,0,179500,M
SE,Data Engineer,0,134000,M
MI,Data Scientist,0,180000,M
MI,Data Scientist,0,120000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Scientist,100,175000,M
SE,Data Scientist,100,145000,M
SE,Data Architect,100,235000,M
SE,Data Architect,100,175000,M
EN,Data Science Consultant,50,27317,L
MI,Data Engineer,100,160000,M
MI,Data Engineer,100,90000,M
SE,Data Engineer,0,68293,M
SE,Data Engineer,0,36773,M
SE,Data Engineer,0,145000,M
SE,Data Engineer,0,115000,M
MI,Data Specialist,0,165000,M
MI,Data Specialist,0,135000,M
SE,Data Engineer,0,168400,M
SE,Data Engineer,0,105200,M
MI,Deep Learning Engineer,100,86193,M
MI,Deep Learning Engineer,100,49253,M
SE,Data Engineer,0,200000,M
SE,Data Engineer,0,160000,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
SE,Data Scientist,0,198800,M
SE,Data Scientist,0,122600,M
EN,Machine Learning Engineer,100,100000,M
MI,BI Data Analyst,50,105066,M
SE,Data Analyst,0,130000,M
SE,Data Analyst,0,100000,M
MI,Analytics Engineer,0,104663,M
MI,Analytics Engineer,0,73880,M
SE,Data Engineer,100,125000,M
SE,Data Engineer,100,110000,M
MI,Data Analyst,0,165000,M
MI,Data Analyst,0,124000,M
SE,Data Scientist,100,148000,M
SE,Data Scientist,100,107000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
MI,Data Engineer,0,120000,M
MI,Data Engineer,0,95000,M
SE,Data Engineer,0,153600,M
SE,Data Engineer,0,106800,M
MI,Data Analyst,0,100000,M
MI,Data Analyst,0,65000,M
MI,Data Engineer,0,120000,M
MI,Data Engineer,0,95000,M
SE,Data Engineer,0,63040,M
SE,Data Engineer,0,36773,M
EX,Data Engineer,100,310000,M
EX,Data Engineer,100,239000,M
SE,Data Science Manager,0,299500,M
SE,Data Science Manager,0,245100,M
SE,Data Scientist,100,168000,M
SE,Data Scientist,100,130000,M
SE,Data Scientist,100,136000,M
SE,Data Scientist,100,104000,M
MI,Data Engineer,100,161000,M
MI,Data Engineer,100,118000,M
SE,Applied Scientist,100,205000,M
SE,Applied Scientist,100,184000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Science Manager,0,247500,M
SE,Data Science Manager,0,172200,M
SE,Data Management Specialist,0,68293,L
SE,Data Analyst,0,177000,M
SE,Data Analyst,0,131000,M
SE,Applied Scientist,100,205000,M
SE,Applied Scientist,100,184000,M
SE,Data Engineer,0,146000,M
SE,Data Engineer,0,102000,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
SE,Applied Scientist,100,230000,M
SE,Applied Scientist,100,196000,M
SE,Data Engineer,0,135000,M
SE,Data Engineer,0,100000,M
MI,Data Engineer,0,80000,M
MI,Data Engineer,0,65000,M
SE,Data Engineer,0,135000,M
SE,Data Engineer,0,100000,M
SE,Data Engineer,100,61566,M
SE,Data Engineer,100,43096,M
MI,Data Engineer,100,175000,M
MI,Data Engineer,100,135000,M
EN,Data Scientist,0,80000,M
SE,Data Engineer,100,231250,M
SE,Data Engineer,100,138750,M
SE,Analytics Engineer,100,193750,M
SE,Analytics Engineer,100,116250,M
SE,Data Engineer,100,231250,M
SE,Data Engineer,100,138750,M
SE,Analytics Engineer,100,231250,M
SE,Analytics Engineer,100,138750,M
SE,Analytics Engineer,100,231250,M
SE,Analytics Engineer,100,138750,M
SE,Data Engineer,100,193750,M
SE,Data Engineer,100,116250,M
SE,Data Scientist,100,208000,M
SE,Data Scientist,100,127000,M
SE,Research Scientist,100,300000,M
SE,Research Scientist,100,196000,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
MI,Autonomous Vehicle Technician,50,45555,M
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
SE,Data Scientist,100,205000,M
SE,Data Scientist,100,185000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Machine Learning Engineer,0,247500,M
SE,Machine Learning Engineer,0,172200,M
EN,Data Engineer,0,160000,M
EN,Data Engineer,0,135000,M
MI,Data Analyst,0,150000,M
MI,Data Analyst,0,100000,M
SE,Data Analyst,0,110000,M
SE,Data Analyst,0,95000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Applied Scientist,100,205000,M
SE,Applied Scientist,100,184000,M
EN,Data Scientist,100,17684,M
SE,Data Science Tech Lead,50,375000,L
SE,Data Engineer,0,191200,M
SE,Data Engineer,0,130000,M
SE,Data Scientist,0,225000,M
SE,Data Scientist,0,156400,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
MI,Machine Learning Engineer,0,104663,M
MI,Machine Learning Engineer,0,80036,M
